system:index,NDVI,aspect,clay_0_15,clay_30_60,elevation,om_0_15,slope,twi,.geo
0_3761,0.2733572721481323,133.31373917414666,42.0,27.5,2755.0,0.9200000166893005,8.058685302734375,8.094372448577017,"{""type"":""Point"",""coordinates"":[-108.00083342697117,38.21735174399965]}"
0_3762,0.27154266834259033,222.29280346173007,46.0,35.5,2743.0,1.1299999952316284,8.709233283996582,8.708767490076793,"{""type"":""Point"",""coordinates"":[-108.11449820491536,38.26200218962231]}"
0_3763,0.29928216338157654,270.0,42.0,36.5,2661.0,1.0600000023841858,9.360044479370117,8.635493118193663,"{""type"":""Point"",""coordinates"":[-108.06093097131627,38.218460943080494]}"
0_3764,0.31304991245269775,207.95059155546477,45.0,31.5,2842.0,1.1299999952316284,12.40220832824707,7.65408188313473,"{""type"":""Point"",""coordinates"":[-108.09744812744012,38.25444295408352]}"
0_3765,0.30085933208465576,243.44058738515685,39.0,26.5,2761.0,0.9200000166893005,14.220980644226074,8.898488371602348,"{""type"":""Point"",""coordinates"":[-108.05090081332285,38.23103305351428]}"
0_3766,0.3280703127384186,256.98911908043897,35.0,29.5,2495.0,0.6399999856948853,19.774059295654297,7.162531773018007,"{""type"":""Point"",""coordinates"":[-108.09546176904543,38.220754051601624]}"
0_3767,0.26949432492256165,140.9846376906104,44.0,37.5,2707.0,0.7099999785423279,12.907983779907227,9.22221826908556,"{""type"":""Point"",""coordinates"":[-108.07656038684526,38.241195542468404]}"
0_3768,0.25201117992401123,208.61841077836988,44.0,37.5,2605.0,0.8500000238418579,7.355340480804443,9.97856591208361,"{""type"":""Point"",""coordinates"":[-108.08258309253709,38.23729936581092]}"
0_3769,0.30760854482650757,162.35054289765372,43.0,28.5,2786.0,0.9900000095367432,11.521799087524414,9.116193068808059,"{""type"":""Point"",""coordinates"":[-108.03050596102116,38.21014463039671]}"
0_3770,0.28515952825546265,244.7592549219012,45.0,37.5,2598.0,0.9200000166893005,6.497159957885742,8.31208334337844,"{""type"":""Point"",""coordinates"":[-108.06540348852201,38.21250755915198]}"
0_3771,0.29519033432006836,238.5863489602184,40.0,25.5,2779.0,0.9900000095367432,23.499900817871094,7.665513295299793,"{""type"":""Point"",""coordinates"":[-108.11347440121632,38.25869915117783]}"
0_3772,0.2806527018547058,261.06962593765,45.0,37.5,2664.0,1.0600000023841858,5.953271389007568,8.40019901493764,"{""type"":""Point"",""coordinates"":[-108.06069530650053,38.21494780348001]}"
0_3773,0.23853524029254913,221.707636644993,56.0,38.5,2479.0,0.7800000011920929,12.234308242797852,7.668141529114558,"{""type"":""Point"",""coordinates"":[-108.12139751140498,38.23746870171044]}"
0_3774,0.29185378551483154,219.48335221088718,31.0,22.5,2735.0,0.7800000011920929,19.623920440673828,8.55708331315204,"{""type"":""Point"",""coordinates"":[-108.05884622539926,38.24128089359208]}"
0_3775,0.28777915239334106,164.73796729276899,44.0,31.5,2961.0,0.9900000095367432,13.219865798950195,7.588057741509684,"{""type"":""Point"",""coordinates"":[-108.0562706163667,38.247840354125316]}"
0_3776,0.24175694584846497,281.11248454978954,36.0,29.5,2524.0,0.7800000011920929,4.8009724617004395,8.616584937824953,"{""type"":""Point"",""coordinates"":[-108.09029605511499,38.216978251673424]}"
0_3777,0.24541111290454865,308.154735850388,37.0,31.5,2518.0,0.9200000166893005,1.5009675025939941,9.781408986637839,"{""type"":""Point"",""coordinates"":[-108.09146210187745,38.21969640196228]}"
0_3778,0.2822240889072418,205.5258199641886,45.0,31.5,2797.0,1.1299999952316284,8.166757583618164,8.080871185361088,"{""type"":""Point"",""coordinates"":[-108.09949546697159,38.25212358062378]}"
0_3779,0.24325577914714813,197.6590697862119,33.0,36.5,2652.0,0.9200000166893005,3.8874518871307373,10.214752004530641,"{""type"":""Point"",""coordinates"":[-108.11832589329532,38.252467494927444]}"
0_3780,0.33493584394454956,277.4595399780207,41.0,38.5,2676.0,0.9900000095367432,7.107423782348633,8.22146004762143,"{""type"":""Point"",""coordinates"":[-108.05866185243322,38.22322440084401]}"
0_3781,0.2587110698223114,180.0,42.0,36.5,2538.0,0.7800000011920929,5.547544956207275,10.26301992616855,"{""type"":""Point"",""coordinates"":[-108.09416802219545,38.234978941430995]}"
0_3782,0.26590123772621155,212.48382535902428,42.0,35.5,2697.0,1.1299999952316284,6.568184852600098,9.687410540649985,"{""type"":""Point"",""coordinates"":[-108.10572314389694,38.248547820993565]}"
0_3783,0.21810704469680786,226.17678067739078,45.0,30.5,2861.0,1.0600000023841858,14.42159652709961,7.497584620971835,"{""type"":""Point"",""coordinates"":[-108.10352766702903,38.256587587506495]}"
0_3784,0.2795591950416565,209.495278354208,58.0,39.5,2580.0,0.9900000095367432,9.502276420593262,9.313283052046826,"{""type"":""Point"",""coordinates"":[-108.0681231151224,38.21418255074215]}"
0_3785,0.2919052839279175,206.9925704933794,45.0,27.5,2714.0,1.1299999952316284,5.190150260925293,9.231391738919362,"{""type"":""Point"",""coordinates"":[-108.10856952478511,38.25187535583828]}"
0_3786,0.2492510825395584,348.0164261012831,31.0,15.5,3009.0,0.9200000166893005,5.670338153839111,8.44922668527049,"{""type"":""Point"",""coordinates"":[-108.08019588451639,38.25970744426446]}"
0_3787,0.37070173025131226,200.5239283004319,46.0,36.5,2890.0,0.9900000095367432,16.375085830688477,8.057375642657382,"{""type"":""Point"",""coordinates"":[-108.03671355524506,38.21894956409385]}"
0_3788,0.2632734179496765,147.53173513347073,39.0,27.5,2676.0,0.8500000238418579,8.726515769958496,9.623044870698115,"{""type"":""Point"",""coordinates"":[-108.03217692618739,38.20509475044437]}"
0_3789,0.2333361655473709,190.3039013680072,41.0,31.5,2604.0,0.8500000238418579,6.569910526275635,10.246761314587983,"{""type"":""Point"",""coordinates"":[-108.05445138704583,38.20642789816796]}"
0_3790,0.25555336475372314,165.7151151959639,57.0,39.5,2620.0,0.9900000095367432,14.066641807556152,7.523562476599948,"{""type"":""Point"",""coordinates"":[-108.06794640718499,38.23326487990334]}"
0_3791,0.30377504229545593,180.0,39.0,25.5,2913.0,0.8500000238418579,15.386483192443848,8.12295379380817,"{""type"":""Point"",""coordinates"":[-108.02252780119794,38.2185017606868]}"
0_3792,0.2472373992204666,294.17245003987244,42.0,34.5,2462.0,0.8500000238418579,8.985684394836426,7.9838690895052835,"{""type"":""Point"",""coordinates"":[-108.12223606054249,38.23587339804854]}"
0_3793,0.288277268409729,184.04654062187976,39.0,25.5,2959.0,0.9200000166893005,16.283510208129883,7.3701521282341345,"{""type"":""Point"",""coordinates"":[-108.06686977846314,38.2501676344724]}"
0_3794,0.28986743092536926,302.14002713431995,41.0,37.5,2560.0,0.7099999785423279,13.681386947631836,7.552448269829122,"{""type"":""Point"",""coordinates"":[-108.120360413675,38.24790419159015]}"
0_3795,0.2627759575843811,196.37526919507246,45.0,31.5,2827.0,1.0600000023841858,12.371252059936523,9.04295499555453,"{""type"":""Point"",""coordinates"":[-108.07239848764239,38.24808067646037]}"
0_3796,0.2817552387714386,188.051744864218,42.0,29.5,2671.0,0.8500000238418579,8.370464324951172,9.665326287623445,"{""type"":""Point"",""coordinates"":[-108.06478068194215,38.237646016469235]}"
0_3797,0.2958773672580719,228.89288300305796,46.0,35.5,2783.0,0.9900000095367432,13.831873893737793,8.234224107927352,"{""type"":""Point"",""coordinates"":[-108.0956865118231,38.24993520291055]}"
0_3798,0.21683216094970703,215.26058337343434,42.0,31.5,2611.0,0.8500000238418579,10.116519927978516,7.863109776277733,"{""type"":""Point"",""coordinates"":[-108.0539072757386,38.20656066688742]}"
0_3799,0.30271926522254944,222.2730839671866,43.0,37.5,2684.0,1.1299999952316284,8.706549644470215,8.015933291651404,"{""type"":""Point"",""coordinates"":[-108.05339044547954,38.21168172285366]}"
0_3800,0.2879711985588074,244.76296693441873,38.0,25.5,3014.0,0.7099999785423279,6.498045444488525,9.00509306949863,"{""type"":""Point"",""coordinates"":[-108.03757718288998,38.224610688790975]}"
0_3801,0.24774712324142456,202.99378573410542,57.0,39.5,2541.0,0.9200000166893005,6.022974491119385,10.334383609855607,"{""type"":""Point"",""coordinates"":[-108.0827440141595,38.23118862787002]}"
0_3802,0.30090242624282837,261.4911268937629,52.0,43.5,2858.0,0.8500000238418579,23.635051727294922,10.261766502188838,"{""type"":""Point"",""coordinates"":[-108.04991391546902,38.23784134122655]}"
0_3803,0.24225163459777832,165.71872433953564,41.0,27.5,2791.0,0.9200000166893005,4.774258613586426,9.315337971963942,"{""type"":""Point"",""coordinates"":[-108.04211516950238,38.21415791534584]}"
0_3804,0.2671828866004944,212.4690570733361,42.0,27.5,2740.0,0.9200000166893005,8.726591110229492,9.623036102271495,"{""type"":""Point"",""coordinates"":[-108.02961089510795,38.20728538389341]}"
0_3805,0.20341189205646515,244.7624606788182,48.0,38.5,2533.0,0.7800000011920929,6.4979248046875,8.311964614820088,"{""type"":""Point"",""coordinates"":[-108.07763836393839,38.223155444739184]}"
0_3806,0.32921651005744934,289.06346981490356,28.0,32.5,2865.0,0.4300000071525574,28.598512649536133,7.439299781196434,"{""type"":""Point"",""coordinates"":[-108.04349278851008,38.244128640015035]}"
0_3807,0.32355356216430664,204.44720494492265,41.0,28.5,2858.0,0.8500000238418579,13.97954273223877,8.916323128213305,"{""type"":""Point"",""coordinates"":[-108.04383909193027,38.22430189238005]}"
0_3808,0.3179885149002075,185.1970032894444,36.0,24.5,2861.0,0.7800000011920929,12.820149421691895,8.718455530855564,"{""type"":""Point"",""coordinates"":[-108.07708673363472,38.249582666304875]}"
0_3809,0.23764097690582275,136.33140700267697,38.0,26.5,2705.0,0.7800000011920929,10.150253295898438,9.805620543200217,"{""type"":""Point"",""coordinates"":[-107.99825178187959,38.21537384483278]}"
0_3810,0.3507963716983795,282.09415479925747,50.0,33.5,2513.0,0.7100000083446503,13.049860000610352,13.900415113954542,"{""type"":""Point"",""coordinates"":[-108.0926484690038,38.21705386959082]}"
0_3811,0.32013970613479614,169.69555989990565,44.0,35.5,2784.0,0.9200000166893005,12.971480369567871,8.300849511288053,"{""type"":""Point"",""coordinates"":[-108.03651645170639,38.210308814148306]}"
0_3812,0.2917662560939789,202.99772155045017,42.0,30.5,2765.0,0.8500000238418579,6.023148536682129,9.774738711405341,"{""type"":""Point"",""coordinates"":[-108.08125644436424,38.24497271372897]}"
0_3813,0.31686773896217346,189.0430973261746,42.0,30.5,2665.0,0.9900000095367432,7.470688819885254,8.17107086768551,"{""type"":""Point"",""coordinates"":[-108.09996449898928,38.24287082909673]}"
0_3814,0.32070937752723694,245.8264052989639,43.0,35.5,2707.0,0.8500000238418579,8.98529052734375,9.370208011410025,"{""type"":""Point"",""coordinates"":[-108.05337024562105,38.23198967017356]}"
0_3815,0.2567959725856781,190.3036320402775,40.0,34.5,2657.0,0.7800000011920929,6.569904804229736,9.39946433282996,"{""type"":""Point"",""coordinates"":[-108.03644468688907,38.20443914280335]}"
0_3816,0.2831658124923706,122.15097063149598,44.0,29.5,2740.0,0.9900000095367432,13.677385330200195,9.344511687503402,"{""type"":""Point"",""coordinates"":[-107.999783257213,38.217034507634985]}"
0_3817,0.24496990442276,-0.0,31.0,15.5,3001.0,0.9200000166893005,4.6273674964904785,8.653582026953817,"{""type"":""Point"",""coordinates"":[-108.08254852311377,38.260748983100754]}"
0_3818,0.3003081977367401,172.7431745269194,46.0,35.5,2840.0,1.1299999952316284,18.075111389160156,7.952392526172367,"{""type"":""Point"",""coordinates"":[-108.08299957962005,38.25008913076943]}"
0_3819,0.2721777856349945,170.9571065597849,55.0,37.5,2623.0,0.7800000011920929,7.47068452835083,9.780509361132266,"{""type"":""Point"",""coordinates"":[-108.09162934152843,38.241224022639635]}"
0_3820,0.346937358379364,177.08523519143876,37.0,26.5,2430.0,0.5699999928474426,22.05870246887207,13.570807447242311,"{""type"":""Point"",""coordinates"":[-108.10648386297348,38.22332142108142]}"
0_3821,0.28534260392189026,261.0735514886929,42.0,37.5,2695.0,1.1299999952316284,11.785700798034668,8.399762872901,"{""type"":""Point"",""coordinates"":[-108.10313507367877,38.24754538554174]}"
0_3822,0.19581444561481476,231.8464331206149,43.0,37.5,2506.0,0.7800000011920929,1.5010064840316772,9.781383004215167,"{""type"":""Point"",""coordinates"":[-108.08326307210271,38.22270463294901]}"
0_3823,0.26089930534362793,248.56018894752447,43.0,36.5,2566.0,0.8500000238418579,5.061652660369873,9.949742787699513,"{""type"":""Point"",""coordinates"":[-108.11336919526131,38.24278988519452]}"
0_3824,0.24794510006904602,128.1578171219769,43.0,30.5,2791.0,0.9200000166893005,8.93412971496582,7.989717924256308,"{""type"":""Point"",""coordinates"":[-108.02577845735414,38.211590939349634]}"
0_3825,0.24605686962604523,235.4972408352376,37.0,24.5,2959.0,0.6399999856948853,21.805805206298828,7.748736161000866,"{""type"":""Point"",""coordinates"":[-108.04328055697637,38.22891191673496]}"
0_3826,0.3271803557872772,228.08598646872025,34.0,35.5,2527.0,0.6399999856948853,10.971342086791992,7.780133113531443,"{""type"":""Point"",""coordinates"":[-108.10491082112443,38.235093364646076]}"
0_3827,0.34357884526252747,180.0,42.0,28.5,2643.0,0.7800000011920929,7.3788604736328125,10.129488556384874,"{""type"":""Point"",""coordinates"":[-108.10417582707979,38.24251935648731]}"
0_3828,0.2934034466743469,171.9507733069003,39.0,27.5,2835.0,0.9900000095367432,8.370412826538086,9.154506904692212,"{""type"":""Point"",""coordinates"":[-108.03222009906268,38.214684498106884]}"
0_3829,0.2390359342098236,204.84763637677773,45.0,27.5,2824.0,1.0600000023841858,11.102133750915527,7.767984099106474,"{""type"":""Point"",""coordinates"":[-108.10372394840078,38.25463634182385]}"
0_3830,0.24839310348033905,239.4975555097477,57.0,37.5,2581.0,0.7800000011920929,5.46525764465332,8.486297085953288,"{""type"":""Point"",""coordinates"":[-108.08690774065467,38.2359542463062]}"
0_3831,0.2974846661090851,25.51144305081801,45.0,40.5,2565.0,0.8500000238418579,8.165792465209961,14.227320242312024,"{""type"":""Point"",""coordinates"":[-108.06286776646168,38.20537132518467]}"
0_3832,0.25413936376571655,17.660462680865322,28.0,32.5,3033.0,-9.930000305175781,3.887481927871704,8.828449892056163,"{""type"":""Point"",""coordinates"":[-108.08465184399908,38.25874949373631]}"
0_3833,0.2737114131450653,284.6740107153987,39.0,41.5,2709.0,0.9200000166893005,14.338399887084961,9.113058423121316,"{""type"":""Point"",""coordinates"":[-108.05556564888515,38.225478209925676]}"
0_3834,0.27687501907348633,212.48025484515924,42.0,35.5,2571.0,0.8500000238418579,6.567926406860352,8.301155875274697,"{""type"":""Point"",""coordinates"":[-108.10437649979868,38.23866145872286]}"
0_3835,0.29710623621940613,203.00205381832765,35.0,23.5,3037.0,1.0600000023841858,3.0200142860412598,9.081559434066591,"{""type"":""Point"",""coordinates"":[-108.09105016603577,38.26034729255397]}"
0_3836,0.3007611930370331,185.1963910582905,58.0,39.5,2623.0,1.0600000023841858,12.820137023925781,8.312991422848917,"{""type"":""Point"",""coordinates"":[-108.10087473932282,38.24089556203716]}"
0_3837,0.26211079955101013,180.0,39.0,35.5,2509.0,0.7800000011920929,4.6273674964904785,8.653582026953817,"{""type"":""Point"",""coordinates"":[-108.10623755671433,38.23338005571297]}"
0_3838,0.30884626507759094,291.43534098558797,41.0,27.5,2898.0,0.9200000166893005,10.047465324401855,7.87010255891012,"{""type"":""Point"",""coordinates"":[-108.10382484519096,38.25942848250921]}"
0_3839,0.284916490316391,144.3883044919696,40.0,26.5,2847.0,0.8500000238418579,17.67112922668457,7.976532019818302,"{""type"":""Point"",""coordinates"":[-108.04827626843026,38.24663795808262]}"
0_3840,0.3058732748031616,189.04255366658145,41.0,35.5,2680.0,0.9900000095367432,7.470677375793457,9.780510329487418,"{""type"":""Point"",""coordinates"":[-108.06247579940312,38.23834833632207]}"
0_3841,0.3308076858520508,175.1499084409859,52.0,42.5,2761.0,0.9900000095367432,13.695425033569336,7.551382635670963,"{""type"":""Point"",""coordinates"":[-108.00236408188333,38.217070989763506]}"
0_3842,0.313100665807724,237.5456235189357,33.0,23.5,2970.0,0.7099999785423279,27.149539947509766,6.807356183653095,"{""type"":""Point"",""coordinates"":[-108.04001456860505,38.22491846151348]}"
0_3843,0.2617107331752777,205.24945451338917,33.0,21.5,2938.0,0.7800000011920929,25.791637420654297,6.866764977902535,"{""type"":""Point"",""coordinates"":[-108.06884802781366,38.25002303168973]}"
0_3844,0.26517945528030396,157.00109722009415,45.0,26.5,2747.0,1.1299999952316284,6.023200988769531,8.388435577416095,"{""type"":""Point"",""coordinates"":[-108.09816664614092,38.24910305684411]}"
0_3845,0.29444676637649536,194.8580627834823,25.0,11.5,2978.0,2.3899999856948853,21.8974609375,7.744105558105062,"{""type"":""Point"",""coordinates"":[-108.0783238442949,38.25264988931719]}"
0_3846,0.32297199964523315,157.00967572913237,44.0,36.5,2862.0,0.7099999785423279,11.915407180786133,8.38849909263423,"{""type"":""Point"",""coordinates"":[-108.0095848202695,38.21893829559722]}"
0_3847,0.2834206521511078,236.0439237362258,43.0,37.5,2566.0,0.8500000238418579,9.864437103271484,7.888862212463788,"{""type"":""Point"",""coordinates"":[-108.07159146696844,38.22149140017273]}"
0_3848,0.3098919987678528,235.50807315932235,42.0,35.5,2683.0,0.8500000238418579,11.31541633605957,7.748461045216667,"{""type"":""Point"",""coordinates"":[-108.11697334076038,38.25826703421662]}"
0_3849,0.26754316687583923,32.489580986355314,50.0,35.5,2970.0,1.0600000023841858,12.968939781188965,7.607905064857475,"{""type"":""Point"",""coordinates"":[-108.08744943484632,38.26476746219327]}"
0_3850,0.21366523206233978,32.473118287124834,39.0,36.5,2514.0,0.8500000238418579,4.388944625854492,8.70670027492956,"{""type"":""Point"",""coordinates"":[-108.0890034516077,38.21863340828305]}"
0_3851,0.2945091724395752,226.68451419343364,46.0,37.5,2768.0,0.9900000095367432,15.81009578704834,8.094404709535977,"{""type"":""Point"",""coordinates"":[-108.04463424802567,38.21290119107253]}"
0_3852,0.2596878707408905,231.8564272640802,45.0,27.5,2733.0,1.0600000023841858,13.272533416748047,8.277083569890408,"{""type"":""Point"",""coordinates"":[-108.10112058673252,38.24897602445479]}"
0_3853,0.2756507098674774,171.9493173627213,62.0,40.5,2539.0,0.9200000166893005,8.370442390441895,12.450340187990546,"{""type"":""Point"",""coordinates"":[-108.07172270868827,38.22810888476413]}"
0_3854,0.23713719844818115,206.98655025359602,59.0,39.5,2531.0,0.9200000166893005,5.189874172210693,11.103247404089622,"{""type"":""Point"",""coordinates"":[-108.09148018667292,38.2330766347528]}"
0_3855,0.19113199412822723,291.4459170325898,39.0,34.5,2535.0,0.9200000166893005,5.060286521911621,8.563719771903477,"{""type"":""Point"",""coordinates"":[-108.07439744933393,38.219904542749624]}"
0_3856,0.31274354457855225,195.79942160454453,43.0,31.5,2606.0,0.8500000238418579,8.609764099121094,8.027283954788066,"{""type"":""Point"",""coordinates"":[-108.11670692018389,38.247147254941616]}"
0_3857,0.280326783657074,160.85099054132573,45.0,27.5,2713.0,1.1299999952316284,10.674727439880371,9.417641568149586,"{""type"":""Point"",""coordinates"":[-108.06636278585262,38.24077899279149]}"
0_3858,0.2446478009223938,37.38540558261691,28.0,32.5,2996.0,-9.930000305175781,5.816375732421875,9.116774146217143,"{""type"":""Point"",""coordinates"":[-108.08464405397378,38.26239018410769]}"
0_3859,0.24826976656913757,209.49312303730744,61.0,40.5,2618.0,1.0600000023841858,9.50207805633545,9.872920103397556,"{""type"":""Point"",""coordinates"":[-108.05588432385835,38.20788374888684]}"
0_3860,0.3367861807346344,173.94547683306368,45.0,27.5,2890.0,1.1299999952316284,11.053133010864258,8.465666868277678,"{""type"":""Point"",""coordinates"":[-108.02774969319938,38.2172957765443]}"
0_3861,0.2938006818294525,220.32245852755057,41.0,33.5,2517.0,0.7099999785423279,7.259999752044678,8.199995863550148,"{""type"":""Point"",""coordinates"":[-108.10660616988604,38.23471102722377]}"
0_3862,0.27356791496276855,145.23028105441443,45.0,27.5,2831.0,1.0600000023841858,12.230751037597656,8.767053644926547,"{""type"":""Point"",""coordinates"":[-108.02610138792234,38.215383411988626]}"
0_3863,0.2575404644012451,162.34301880356676,44.0,39.5,2672.0,0.8500000238418579,11.52226734161377,9.116151312232578,"{""type"":""Point"",""coordinates"":[-108.09268090056061,38.24346560202596]}"
0_3864,0.3321066200733185,214.78448461440064,28.0,32.5,3018.0,-9.930000305175781,12.232874870300293,7.668262334338276,"{""type"":""Point"",""coordinates"":[-108.0852591887719,38.25540171774161]}"
0_3865,0.2906838357448578,180.0,52.0,41.5,2847.0,0.9200000166893005,15.386483192443848,8.12295379380817,"{""type"":""Point"",""coordinates"":[-108.01941734401696,38.21613094244401]}"
0_3866,0.2425183206796646,11.086041894187137,36.0,25.5,2995.0,0.9900000095367432,12.103351593017578,8.372381028348796,"{""type"":""Point"",""coordinates"":[-108.08714123374754,38.263411586165965]}"
0_3867,0.27703234553337097,180.0,56.0,37.5,2553.0,0.8500000238418579,9.195145606994629,9.346729174515003,"{""type"":""Point"",""coordinates"":[-108.09882965116662,38.23706271845261]}"
0_3868,0.28126436471939087,223.68520978735086,45.0,35.5,2805.0,0.9900000095367432,5.116669178009033,9.245727904142253,"{""type"":""Point"",""coordinates"":[-108.110445591667,38.25747853248832]}"
0_3869,0.27044445276260376,225.52879253589936,44.0,37.5,2581.0,0.7800000011920929,6.590506076812744,9.683987908172949,"{""type"":""Point"",""coordinates"":[-108.11505176720568,38.24523267287245]}"
0_3870,0.25158068537712097,190.30409376033666,39.0,36.5,2637.0,0.9900000095367432,6.5699143409729,8.3008505797803,"{""type"":""Point"",""coordinates"":[-108.0499332699619,38.207728956674075]}"
0_3871,0.2815280258655548,246.42672654443527,40.0,29.5,2658.0,0.8500000238418579,11.441367149353027,9.816536693332731,"{""type"":""Point"",""coordinates"":[-108.0896960875557,38.24217047964411]}"
0_3872,0.26719826459884644,265.507511448993,47.0,37.5,2545.0,0.8500000238418579,11.676669120788574,13.920732620732368,"{""type"":""Point"",""coordinates"":[-108.07189578890173,38.21459432556264]}"
0_3873,0.28876784443855286,197.65691791969903,50.0,37.5,2822.0,1.0600000023841858,15.206153869628906,8.135322372601863,"{""type"":""Point"",""coordinates"":[-108.05495801678225,38.24301646416698]}"
0_3874,0.268655389547348,186.05424789455355,42.0,30.5,2796.0,0.9200000166893005,11.053128242492676,8.465667310574474,"{""type"":""Point"",""coordinates"":[-108.0188937842992,38.21380075327328]}"
0_3875,0.29633113741874695,226.7025394212668,44.0,28.5,2816.0,0.9900000095367432,8.061083793640137,8.094070902416949,"{""type"":""Point"",""coordinates"":[-108.11102432133598,38.258473773826964]}"
0_3876,0.3518424928188324,234.05427185160818,47.0,36.5,2815.0,0.8500000238418579,18.310152053833008,8.344026867476071,"{""type"":""Point"",""coordinates"":[-108.04891366810695,38.23120479076845]}"
0_3877,0.24249696731567383,231.85100385197268,44.0,37.5,2628.0,0.8500000238418579,5.984155178070068,8.394987098990903,"{""type"":""Point"",""coordinates"":[-108.07116277543851,38.23478811716972]}"
0_3878,0.2930302321910858,303.9464439870944,59.0,40.5,2547.0,0.8500000238418579,19.18092918395996,11.539270755624273,"{""type"":""Point"",""coordinates"":[-108.12072496306872,38.24790038202798]}"
0_3879,0.32064247131347656,14.290278544972297,45.0,31.5,2847.0,1.0600000023841858,9.48349666595459,7.929003661971491,"{""type"":""Point"",""coordinates"":[-108.10576990125097,38.26205742714615]}"
0_3880,0.26924005150794983,186.6025766662847,41.0,31.5,2675.0,1.1299999952316284,10.16258716583252,8.5516173658577,"{""type"":""Point"",""coordinates"":[-108.0964069388722,38.242834267101344]}"
0_3881,0.30377909541130066,175.7180983275998,43.0,30.5,2961.0,0.9200000166893005,15.427501678466797,8.120158656521673,"{""type"":""Point"",""coordinates"":[-108.02666933839404,38.21941445302517]}"
0_3882,0.29076340794563293,128.15749840722245,55.0,36.5,2785.0,0.9900000095367432,7.463589668273926,9.270644726681851,"{""type"":""Point"",""coordinates"":[-108.0222996763498,38.21247462504019]}"
0_3883,0.31315600872039795,284.6748685258558,37.0,38.5,2722.0,0.7800000011920929,3.6561732292175293,10.83588217147387,"{""type"":""Point"",""coordinates"":[-108.05420072235798,38.22102317969061]}"
0_3884,0.27592983841896057,291.4445770034221,59.0,40.5,2587.0,0.9900000095367432,7.566387176513672,12.552644230628436,"{""type"":""Point"",""coordinates"":[-108.07108982316818,38.22497797085525]}"
0_3885,0.1727413833141327,168.02220503302735,56.0,40.5,2552.0,0.8500000238418579,11.231494903564453,7.756100899800229,"{""type"":""Point"",""coordinates"":[-108.07414545965352,38.22372900210926]}"
0_3886,0.29447564482688904,199.62179217774562,41.0,25.5,2806.0,0.8500000238418579,23.250476837158203,8.082931874837584,"{""type"":""Point"",""coordinates"":[-108.05986451687708,38.24348619998807]}"
0_3887,0.29810550808906555,184.85278453693917,43.0,34.5,2932.0,0.9200000166893005,13.695477485656738,7.55137865591184,"{""type"":""Point"",""coordinates"":[-108.09632990943821,38.25747151171201]}"
0_3888,0.27771425247192383,204.0195386436966,52.0,37.5,2817.0,1.0600000023841858,19.516782760620117,7.869860815097991,"{""type"":""Point"",""coordinates"":[-108.05561155078108,38.242964008057356]}"
0_3889,0.32047414779663086,163.32776100329042,50.0,38.5,2858.0,0.8500000238418579,16.027685165405273,8.08000625786053,"{""type"":""Point"",""coordinates"":[-108.01079694925826,38.218321576822795]}"
0_3890,0.30238035321235657,164.74402398406212,39.0,38.5,2886.0,0.7800000011920929,13.219497680664062,8.281233781675079,"{""type"":""Point"",""coordinates"":[-108.0247855841286,38.2175922400137]}"
0_3891,0.2377559244632721,180.0,40.0,36.5,2589.0,0.9200000166893005,2.7802884578704834,9.164407669444115,"{""type"":""Point"",""coordinates"":[-108.08392134756595,38.235714128957724]}"
0_3892,0.27099329233169556,199.14046922511034,39.0,25.5,2692.0,0.8500000238418579,10.674187660217285,9.417693324900938,"{""type"":""Point"",""coordinates"":[-108.03160381636032,38.20579117226562]}"
0_3893,0.2870016098022461,180.0,54.0,38.5,2685.0,1.0600000023841858,7.3788604736328125,8.876725587889506,"{""type"":""Point"",""coordinates"":[-108.0547804764982,38.21433625324251]}"
0_3894,0.30112510919570923,230.48364435562257,38.0,24.5,2914.0,0.7800000011920929,28.113412857055664,6.766409947221132,"{""type"":""Point"",""coordinates"":[-108.04516518895646,38.22948529494646]}"
0_3895,0.2793314754962921,202.98867288646628,46.0,37.5,2773.0,1.1299999952316284,8.992959976196289,9.081658583950487,"{""type"":""Point"",""coordinates"":[-108.0162533838965,38.21315349436381]}"
0_3896,0.2805234491825104,291.44561926298525,61.0,40.5,2616.0,0.9200000166893005,5.0603532791137695,8.56370651076157,"{""type"":""Point"",""coordinates"":[-108.0657444897312,38.22118507243592]}"
0_3897,0.2691951394081116,151.38830449510536,44.0,35.5,2752.0,0.9200000166893005,7.354875087738037,8.18687041819157,"{""type"":""Point"",""coordinates"":[-108.00097160882862,38.21680991596123]}"
0_3898,0.2911648452281952,191.0850085529487,46.0,25.5,2894.0,1.199999988079071,12.103310585021973,7.679237338880391,"{""type"":""Point"",""coordinates"":[-108.1009600025853,38.25639760227933]}"
0_3899,0.30639001727104187,168.63251955545377,41.0,32.5,2628.0,0.8500000238418579,17.417781829833984,9.244679324717037,"{""type"":""Point"",""coordinates"":[-108.1070491509041,38.24486481155745]}"
0_3900,0.26558923721313477,265.5072723647441,63.0,40.5,2573.0,0.9200000166893005,11.676065444946289,13.904492141585216,"{""type"":""Point"",""coordinates"":[-108.0668719771417,38.210935715631685]}"
0_3901,0.2602715790271759,186.6020266282128,40.0,36.5,2657.0,0.8500000238418579,10.162576675415039,10.16105633252313,"{""type"":""Point"",""coordinates"":[-108.06615217559256,38.23674655971635]}"
